Original,Character,Dialogue,Wordcount
Spiritus:Stability in this world cannot exist without a balance between light and darkness.,Spiritus,Stability in this world cannot exist without a balance between light and darkness.,13
Spiritus:Materia's nave puppets will not be able to save the planet.,Spiritus,Materia's naïve puppets will not be able to save the planet.,11
"Mog:So they're not bothering you, kupo?",Mog,"So they're not bothering you, kupo?",6
Spiritus:To the contrarythey are doing exactly what I want them to.,Spiritus,To the contrary—they are doing exactly what I want them to.,11
"Spiritus:Besides, closing the Torsions is merely a temporary solution.",Spiritus,"Besides, closing the Torsions is merely a temporary solution.",9
Spiritus:Nothing will change if they do not find out what is causing them.,Spiritus,Nothing will change if they do not find out what is causing them.,13
"Mog:What if the cause of their existence could be found inside of the warriors themselves, kupo?",Mog,"What if the cause of their existence could be found inside of the warriors themselves, kupo?",16
"Spiritus:Ridiculous. Although, that would be rather ironic, wouldn't it?",Spiritus,"Ridiculous. Although, that would be rather ironic, wouldn't it?",9
Spiritus:The crystal created this place that the warriors might find respite from battle.,Spiritus,The crystal created this place that the warriors might find respite from battle.,13
Spiritus:Yet even now they continue to fight. Pathetic.,Spiritus,Yet even now they continue to fight. Pathetic.,8
"Spiritus:But never mind that for now. In the near future, you will encounter someone who despises the gods...",Spiritus,"But never mind that for now. In the near future, you will encounter someone who despises the gods...",18
Spiritus:An antagonistic warrior summoned by Materia who chooses no side.,Spiritus,An antagonistic warrior summoned by Materia who chooses no side.,10
Spiritus:She may even prove to be hostile toward a moogle like you.,Spiritus,She may even prove to be hostile toward a moogle like you.,12
"Spiritus:In fact, she's fighting with one of my own as we speak.",Spiritus,"In fact, she's fighting with one of my own as we speak.",12
Spiritus:Will she be a threat to this world? Or the key to uncovering its truths?,Spiritus,Will she be a threat to this world? Or the key to uncovering its truths?,15
"Mog:You can count on me to lead her in the right direction, kupo!",Mog,"You can count on me to lead her in the right direction, kupo!",13
Spiritus:Then prove it.,Spiritus,Then prove it.,3
"Mog:K-kupo! Yes, sir!",Mog,"K-kupo! Yes, sir!",3
"Garland:You defy me, despite knowing you are nothing more than a tool of the goddess?",Garland,"You defy me, despite knowing you are nothing more than a tool of the goddess?",15
Garland:It doesn't matter whose side we're on. There is no future for warriors like us here.,Garland,It doesn't matter whose side we're on. There is no future for warriors like us here.,16
Garland:Or are you merely enjoying the carnage of this world? Perhaps you and I are not so different.,Garland,Or are you merely enjoying the carnage of this world? Perhaps you and I are not so different.,18
???:I didn't ask what you thought.,???,I didn't ask what you thought.,6
Garland:It seems there is only one way to settle this.,Garland,It seems there is only one way to settle this.,10
???:Hmph. Was that supposed to hit me?,???,Hmph. Was that supposed to hit me?,7
Garland:You dare to oppose your fate?,Garland,You dare to oppose your fate?,6
???:Fighting for no reason's just slow suicide.,???,Fighting for no reason's just slow suicide.,7
"Mog:There's a Torsion here too, kupo!",Mog,"There's a Torsion here too, kupo!",6
Warrior of Light:Even the scorching lava feels familiar to me. Are these memories of my past?,Warrior of Light,Even the scorching lava feels familiar to me. Are these memories of my past?,14
"Bartz:There are places like this where you're from, too?",Bartz,"There are places like this where you're from, too?",9
Warrior of Light:...I don't know.,Warrior of Light,...I don't know.,3
Warrior of Light:I remember little of my past ever since I arrived in these lands.,Warrior of Light,I remember little of my past ever since I arrived in these lands.,13
"Bartz:Now that you mention it, my head did feel kinda funny while I was going through the Torsion.",Bartz,"Now that you mention it, my head did feel kinda funny while I was going through the Torsion.",18
"Mog:The distortion affects everyone differently, kupo. For some people it's their memories, and for others it's their abilities.",Mog,"The distortion affects everyone differently, kupo. For some people it's their memories, and for others it's their abilities.",18
"Warrior of Light:Regardless, lingering on the past serves us no purpose here. Come, we have no time to waste.",Warrior of Light,"Regardless, lingering on the past serves us no purpose here. Come, we have no time to waste.",17
"Onion Knight:Vincent, you mentioned you were working with Kefka because there was something you wanted to know, right?",Onion Knight,"Vincent, you mentioned you were working with Kefka because there was something you wanted to know, right?",17
Shantotto:Would that certain something happen to be learning how to create a Torsion to flee?,Shantotto,Would that certain something happen to be learning how to create a Torsion to flee?,15
Vincent:I was unsuccessful. I won't be able to provide you with any valuable information.,Vincent,I was unsuccessful. I won't be able to provide you with any valuable information.,14
Squall:(That's for us to decide.),Squall,(That's for us to decide.),5
Terra:We wouldn't have been able to escape if it weren't for you.,Terra,We wouldn't have been able to escape if it weren't for you.,12
Shantotto:Listen to the girl; this is no time to brood. Now tell us what you know while I'm still in a good mood.,Shantotto,Listen to the girl; this is no time to brood. Now tell us what you know while I'm still in a good mood.,23
"Squall:What is this, an inquisition?",Squall,"What is this, an inquisition?",5
Shantotto:I suppose you'd prefer to be in his position?,Shantotto,I suppose you'd prefer to be in his position?,9
Layle:He was just talking to himself like always.,Layle,He was just talking to himself like always.,8
Squall:...You were saying.,Squall,...You were saying.,3
Vincent:The moogle said we need to save this world.,Vincent,The moogle said we need to save this world.,9
Vincent:But...for who?,Vincent,But...for who?,2
Onion Knight:The only people we've met here are warriors from other worlds.,Onion Knight,The only people we've met here are warriors from other worlds.,11
Shantotto:And forget not in the least the manikins and beasts.,Shantotto,And forget not in the least the manikins and beasts.,10
Vincent:Exactly. I've seen nothing worth fighting for in this inane world.,Vincent,Exactly. I've seen nothing worth fighting for in this inane world.,11
"Terra:But according to Mog, the destruction will eventually spread to our worlds.",Terra,"But according to Mog, the destruction will eventually spread to our worlds.",12
Squall:There's no way for us to confirm that.,Squall,There's no way for us to confirm that.,8
Layle:Which is why our client has a hard time trusting Mog.,Layle,Which is why our client has a hard time trusting Mog.,11
"Onion Knight:Client, huh? ...Mog claimed he's a messenger of some goddess, didn't he?",Onion Knight,"Client, huh? ...Mog claimed he's a messenger of some goddess, didn't he?",12
"Shantotto:A goddess, is it? Then let's pay her a visit.",Shantotto,"A goddess, is it? Then let's pay her a visit.",10
Layle:You think we can meet her that easy?,Layle,You think we can meet her that easy?,8
"Shantotto:That moogle on occasion sneaks off someplace. We should follow him, of course.",Shantotto,"That moogle on occasion sneaks off someplace. We should follow him, of course.",13
"Shantotto:And if that doesn't work, then there's always force...",Shantotto,"And if that doesn't work, then there's always force...",9
"Layle:I can get on board with that. The more we know, the better.",Layle,"I can get on board with that. The more we know, the better.",13
Squall:(You sure take your work seriously.),Squall,(You sure take your work seriously.),6
"Layle:Flattery will get you nowhere. Anyway, you're cool with that, right Squall?",Layle,"Flattery will get you nowhere. Anyway, you're cool with that, right Squall?",12
"Squall:Guess talking to this so-called ""goddess"" would be our best bet.",Squall,"Guess talking to this so-called ""goddess"" would be our best bet.",11
Terra:But would we even be able to comprehend the divine plan of a god?,Terra,But would we even be able to comprehend the divine plan of a god?,14
"Onion Knight:There's no harm in asking. Let's finish up sealing the Torsion here first, though.",Onion Knight,"There's no harm in asking. Let's finish up sealing the Torsion here first, though.",14
"Bartz:Man, how much longer is this gonna take?",Bartz,"Man, how much longer is this gonna take?",8
"Mog:Don't be a quitter, kupo! Come on, we're almost there!",Mog,"Don't be a quitter, kupo! Come on, we're almost there!",10
"Bartz:Yeah, easy for a flying moogle to say.",Bartz,"Yeah, easy for a flying moogle to say.",8
"Bartz:Let's go, Shadow. No time for breaks.",Bartz,"Let's go, Shadow. No time for breaks.",7
Shadow:Is this what I think it is?,Shadow,Is this what I think it is?,7
Vivi:Find something?,Vivi,Find something?,2
Bartz:Something's been engraved here. ...Perhaps with a katana.,Bartz,Something's been engraved here. ...Perhaps with a katana.,8
Cloud:A katana... Sephiroth?,Cloud,A katana... Sephiroth?,3
Terra:A katana? Doma...?,Terra,A katana? Doma...?,3
Terra:Wait! Do you think it's him!?,Terra,Wait! Do you think it's him!?,6
Cloud:You know who did this?,Cloud,You know who did this?,5
Terra:It must have been our friend Cyan. He's a samurai from the Kingdom of Doma.,Terra,It must have been our friend Cyan. He's a samurai from the Kingdom of Doma.,15
Vivi:A samur-what?,Vivi,A samur-what?,2
Shadow:Samurai. Noble warriors and faithful retainers to their master. Think of it as a sort of knight.,Shadow,Samurai. Noble warriors and faithful retainers to their master. Think of it as a sort of knight.,17
"Vivi:Oh, like Mr. Steiner!",Vivi,"Oh, like Mr. Steiner!",4
Terra:Look... There's an arrow etched into the ground next to the emblem.,Terra,Look... There's an arrow etched into the ground next to the emblem.,12
Shadow:It seems to be pointing that way.,Shadow,It seems to be pointing that way.,7
"Mog:A clue, kupo! Looks like that settles it. New friend, here we come!",Mog,"A clue, kupo! Looks like that settles it. New friend, here we come!",13
"Terra:Cyan, are you all right!?",Terra,"Cyan, are you all right!?",5
Cyan:Worry not about me. Art thou hurt?,Cyan,Worry not about me. Art thou hurt?,7
Zidane:We're fine.,Zidane,We're fine.,2
Yuffie:We were doing great until you attacked us though! What's your problem!,Yuffie,We were doing great until you attacked us though! What's your problem!,12
"Shadow:Let me guess: you attempted to use the Magitek Armor to fight the monsters here, but lost control of it.",Shadow,"Let me guess you attempted to use the Magitek Armor to fight the monsters here, but lost control of it.",20
"Terra:You know how bad you are with machines, Cyan. You need to be more careful, okay?",Terra,"You know how bad you are with machines, Cyan. You need to be more careful, okay?",16
Cyan:I am ashamed of my behavior. I beg thee for forgiveness.,Cyan,I am ashamed of my behavior. I beg thee for forgiveness.,11
"Mog:No sweat! It's all in the past, kupo!",Mog,"No sweat! It's all in the past, kupo!",8
"Cyan:Incidentally, Terra, what is thy relationship with these warriors?",Cyan,"Incidentally, Terra, what is thy relationship with these warriors?",9
