Character,clean_dialogue,narrative_type,plot_unit_id
Aeris,...a flower girl from the slums.,narration,212
Red XIII,...a research specimen.,narration,212
Rufus,What a crew.,dialogue,212
Rufus,"Well, I'm Rufus. The President of Shinra, Inc.",narration,212
Barret,"You only President, 'cause yer old man died!",narration,212
Rufus,That's right. I'll let you hear my new appointment speech.,narration,212
Rufus,"...Old man tried to control the world with money. It seems to have been working. The population thought that Shinra would protect them. Work at Shinra, get your pay. If a terrorist attacks, the Shinra army will help you. It looks perfect on the outside.",narration,212
Rufus,"But, I do things differently. I'll control the world with fear. It takes too much to do it like my old man. A little fear will control the minds of the common people. There's no reason to waste money on them.",narration,213
Tifa,He likes to make speeches just like his father.,narration,213
Cloud,Get outta this building with Aeris!,narration,213
Barret,What?,dialogue,213
Cloud,I'll explain later! Barret! This is the real crisis for the Planet!,narration,213
Barret,The hell's that supposed to mean?,narration,213
Cloud,I'll tell you later! Just take my word for it now! I'll go after I take care of him!,action,213
Barret,"Awright, Cloud!",narration,213
Aeris,Cloud... I just thought of something.,narration,214
Tifa,"...I'll wait for Cloud! Everyone, get to the elevator!",action,214
Aeris,"Hmm, it's going to get pretty ugly from here on. We should check on our equipment.",action,214
On-screen,Cloud and Tifa's Materia...,system,214
On-screen,Access Menu with  button Remove Materia from other members with  End with the  button.,system,214
Rufus,Why do you want to fight me?,dialogue,214
Cloud,You seek the Promised Land and Sephiroth.,narration,214
Rufus,"Hm, exactly.",narration,214
Rufus,Mm? Did you know that Sephiroth is an Ancient?,narration,215
Cloud,"...A lot has happened. Anyway, I can't let either you or Sephiroth have the Promised Land!",narration,215
Rufus,I see. I guess this means we won't become friends.,narration,215
Rufus,"Heh, Heh, Heh...",narration,215
Rufus,Heh... That's all for today...,narration,215
Tifa,Where's Rufus?,narration,215
Cloud,I couldn't finish 'em. Looks like this's gonna get complicated.,action,215
Aeris,"Quickly, we have to get out of here...",narration,215
Aeris,"Quickly, we can escape this way...",narration,216
Aeris,Quickly! We'll escape out this way......,narration,216
Barret,I'll go on ahead!,action,216
Barret,"*&^%(*... surrounded, huh? If I was alone this wouldn't be a thang but, I gotta reputation to protect.",action,216
Aeris,You all get out while you can. It's not you they're after... it's me.,narration,216
Barret,"Yeah, well that ain't happenin'. You got caught up in this over Marlene. Now, it's my turn to watch out for you!",action,216
Barret,"Ok, playtime's over for you jackasses...",narration,216
Aeris,"...thank you, Mr. Barret!",narration,216
Barret,Who you callin' Mr. Barret? That don't sound right!,narration,217
Red XIII,"Well then... If you are through talking, may I suggest that we think of a way to get out of here.",narration,217
Barret,"Huh? Oh, oh yeah... You a cold man. Just like someone else 'round here I know.",narration,217
Red XIII,Did you say something?,dialogue,217
Barret,Notta thing. So what're we gonna do?,action,217
Tifa,Barret!!,narration,217
Barret,Tifa! Where's Cloud?,narration,217
Tifa,"Everyone, over here!",narration,217
Barret,Huh? What's up? Where's Cloud?,dialogue,218
Tifa,"I'll tell you later! Hurry, Hurry!!",dialogue,218
On-screen,Control the bike with the  and save your friends in the truck from the Shinra Pursuit Troops.,system,218
Barret,"Well, what do we do now?",dialogue,218
Cloud,Sephiroth is alive. I ...I have to settle the score.,narration,218
Barret,And that'll save the Planet?,narration,218
Cloud,...Seems like it.,narration,218
Barret,"Awright, I'm going!",action,218
Aeris,I'll go too. ...I have things that I want to find out.,action,219
Cloud,About the Ancients?,narration,219
Aeris,......Many things.,narration,219
Tifa,"I guess this's good bye, Midgar.",action,219
Barret,"We told Aeris's mom to go somewhere safe, so Marlene should be safe too.",action,219
Aeris,She said she didn't want to stay in Midgar anymore. ...Maybe it's for the best.,narration,219
Aeris,"Stop it, Cloud! I'm worried too.",narration,219
Aeris,You know what? This is the first time I've ever left Midgar...,dialogue,219
Aeris,"A little,...no, maybe a lot. But I have my bodyguard, right?",narration,220
Aeris,I thought you'd say that!,dialogue,220
Tifa,...I guess this is the start of our journey...,narration,220
Tifa,"...I don't know. But, I don't have anywhere else to go. So I guess it doesn't really matter whether I like to travel or not.",action,220
Tifa,"......Mmm. But you know, it should be all right if you keep your promise.",narration,220
Red XIII,I'm going back to my hometown. I'll go with you as far as that.,action,220
Cloud,Then...,narration,220
Barret,We need a group leader for our journey. 'Course only me could be the leader.,narration,220
Tifa,You think so...?,narration,221
Aeris,It would have to be Cloud.,narration,221
Barret,"^#$^%......awright. Go Northeast to a town called Kalm. If something happens, we'll meet up there.",action,221
Barret,"Sides, we can't have 5 people strolling down the fields. It's too dangerous. Split us into 2 parties...",narration,221
Aeris,...Unexpected,narration,221
Tifa,...combination.,narration,221
Tifa,"Well, have fun with just the guys.",narration,221
Barret,...Thought you'd do that.,narration,221
Barret,"Later, at Kalm!",narration,222
Tifa,We'll see you at Kalm!,narration,222
Barret,"Hey Cloud. If we keep going, we'll never get to Kalm.",action,222
Tifa,"Hey, Cloud. Wasn't Kalm right before this cavern?",narration,222
RedXIII,...We won't get to Kalm even if we go through these caverns.,action,222
Barret,"Yo, wassup? Can't SOLDIER-man even lead the way?",narration,222
Tifa,Kalm should be closer to Midgar.,narration,222
Aeris,Cloud! Are you lost!?,narration,222
RedXIII,"If we're planning to meet at Kalm, we should go back and look for it again.",action,223
Barret,This is Kalm.,narration,223
Aeris,We've reached Kalm.,narration,223
Tifa,So this is Kalm?,narration,223
RedXIII,......looks like we've reached Kalm.,narration,223
Barret,"Yo, I'll be waitin' at the inn... Hurry up and get your butt over there!",action,223
Aeris,I wonder if everyone's there already. Let's hurry over to the inn!,narration,223
Tifa,Everyone's waiting at the inn. Let's go Cloud.,action,223
RedXIII,We're supposed to meet at the inn. ......Shall we go?,action,224
Barret,Get over here!,narration,224
Aeris,"Well then, I'll go on ahead.",action,224
Tifa,Let's go Cloud.,action,224
RedXIII,Let's go Cloud.,action,224
Cloud,Barret and the others are waiting for us at the inn.,action,224
Innkeeper,Mr...... Cloud? Your party is waiting for you on the 2nd floor.,action,224
Aeris,"Cloud, you're late!",narration,224
On-screen,Can't reach it...,system,225
Barret,"Yo man, you're late!",narration,225
Cloud,Sorry to keep you waiting.,action,225
Aeris,Guess everyone's here now.,narration,225
Barret,"So let's hear your story...... You know, the one about Sephiroth and the crisis facing the planet. Let's hear it all.",narration,225
Cloud,"......I used to want to be like Sephiroth, so I joined SOLDIER. After working with Sephiroth on several missions, we became friends.",narration,225
Barret,You call that a friend?,narration,225
Cloud,"Yeah, well...... He's older than me, and he hardly ever talked about himself.",narration,225
Tifa,.........,narration,226
Cloud,So I guess you'd call him a war buddy...... We trusted each other. Until one day......,narration,226
Aeris,...one day?,narration,226
Cloud,After the war it was SOLDIER's duty to put down any resistance against the Shinra.,narration,226
Cloud,......that was 5 years ago. I was 16......,action,226
Cloud,It sure is raining hard.,narration,226
Cloud,"Hey, how are you doing?",narration,226
NPC 1,I'm all right.,narration,226
Cloud,I wouldn't know... I've never had motion sickness.,narration,227
Cloud,Everything okay?,narration,227
Sephiroth,Hey.,narration,227
Sephiroth,Settle down.,narration,227
Cloud,They gave me some new Materia. I can't wait to use it.,action,227
Sephiroth,...just like a kid.,narration,227
Cloud,You going to brief us about this mission?,action,227
Sephiroth,...this isn't a typical mission.,narration,227
Cloud,Good!,action,228
Sephiroth,Why do you say that?,dialogue,228
Cloud,"I joined SOLDIER so I could be like you. But by the time I made First Class, the war was already over. My big hopes of becoming a hero like you ended with the war. That's why I always sign up whenever there's a big mission. Kind of a way to prove myself.",dialogue,228
Cloud,"Say, how do you feel, MISTER Sephiroth?",dialogue,228
Sephiroth,...I thought you wanted a briefing?,narration,228
Sephiroth,"Our mission is to investigate an old Mako reactor. There have been reports of it malfunctioning, and producing brutal creatures. First, we will dispose of those creatures. Then, we'll locate the problem and neutralize it.",narration,228
Cloud,Brutal creatures... Where?,narration,228
Sephiroth,The Mako Reactor at Nibelheim.,narration,228
Cloud,Nibelheim... That's where I'm from.,narration,229
Sephiroth,Hmm... hometown...,narration,229
NPC 2,"Sir... s, something strange just crashed into our truck!",narration,229
Sephiroth,That would be our Monster...,narration,229
Cloud,Sephiroth's strength is unreal. He is far stronger in reality than any story you might have heard about him.,narration,229
Aeris,So... Where do you come in?,narration,229
Cloud,Me? I was mesmerized by the way Sephiroth fought.,narration,229
Tifa,.........,narration,229
Cloud,......and then we reached Nibelheim.,narration,230
Sephiroth,"How does it feel? It's your first time back to your hometown in a long time, right? So how does it feel? I wouldn't know because I don't have a hometown...",narration,230
Cloud,Ummm... how 'bout your parents?,narration,230
Sephiroth,My mother is Jenova. She died right after she gave birth to me. My father...,narration,230
Sephiroth,"What does it matter...? All right, let's go.",action,230
NPC,Psst...,narration,230
NPC,"It's so boring, being on watch.",narration,230
Cloud,Shall we practice?,narration,230
NPC,"Practice... oh, you mean practice my pose. Does someone in SOLDIER always have to be careful about what other people think? ...How did it go?",action,231
NPC,...Was it like this?,narration,231
Cloud,Good job!,action,231
NPC,I really don't want to be in SOLDIER.,narration,231
Cloud,I'll come and talk to you once in a while. Just stick with it.,narration,231
Sephiroth,The Mako smell is pretty bad here.,narration,231
