plot_unit_id,character_list,dialogue_count,narrative_types,full_plot_text
288,"Red XIII, Barret, Priscilla, Tifa, Aeris, Cloud",8,"narration, action","Cloud, didn't you finish Rufus off?
We gotta get to the town up there... Mebbe we could climb the tower?
No! No! There's a high voltage current running underneath the tower. Don't wander near it, it's dangerous!
But...you might be able to if Mr.Dolphin helps you. Follow me!
High voltage tower...... I guess this means Cloud'll be all right.
Yeah, better leave it to Cloud!
We're counting on you, Cloud
Hey!!"
289,"Cloud, Tifa, Aeris, Barret, RedXIII, Yuffie, Priscilla",8,"action, narration","Wait a second!
Don't you just hate this?
You're probably right.
Yeah, I'd like to take a good look at the new President of Shinra, Inc.!
That looks like a Shinra soldier.
Aren't you going to follow her?
Wait a minute.
Now ain't that something! I ain't never seen no Dolphin jump like that!"
290,"Priscilla, Cloud, Barret",8,"narration, dialogue, action","Pretty cool, huh? When I blow this whistle, Mr.Dolphin jumps for me.
Here!! This is for you, Cloud!
A gift? What am I supposed to do with it!?
Just go into the water, blow this whistle, and Mr.Dolphin'll jump you to the top of the pole!
Jump to the top of the pole?
See that rod sticking out at the top? If you jump just right, you can climb to the top of the town.
Good luck Cloud! If you make it, we'll follow you!
Whoa, I'll hold the PHS for you. It'll break if it gets wet."
291,"Priscilla, On-screen, NPC",8,"narration, action, system","You wanna jump with Mr.Dolphin?
Come back whenever you want to see Mr.Dolphin!
Did you drown? It gets deeper the farther you go out.
There's high voltage running through the bottom of the tower. Don't go near it...
Get out of the water?
Hey! You still dressed like that!? Come 'ere!
Hey! Rookie!! Can't you hear me!! Come over here!
Here!! Get in the room!"
292,"NPC, Cloud",8,narration,"Today's the big day when we welcome President Rufus! Hurry up and change!
There's a uniform in the locker. Hurry and change!
It's the Shinra uniform.
There's Shinra soldiers all around. Better not try anything dumb...
Quit yappin'! Hurry up!
Brings back memories...
Quit yappin'! Hurry up!
A Shinra uniform... I was so proud when I first put it on."
293,"Cloud, NPC 1, NPC 2, NPC 3",8,"narration, action","I wonder when it was... ...I couldn't stand wearing this thing anymore.
Wow! You look good in it!
You remember the Greeting procedure, right!?
...the look on your face says you forgot. All right, I'll show you again! Do just like we do.
Commander!! We'll help too! This is how to do it!
We'll sing too!
All right! Show 'em!!
Now, march!! This's the Welcoming March!"
294,"NPC 3, NPC 1, Song , NPC 4",8,"narration, action","Then! I'll sing along with you!
Quietly--!! Aaaaah! Aaaaah! Hey, come on now. Now!
And...march--!! One, two...! Three, four!
Rufus--- Rufus Shinra----
Got it!?
All right! Once more!
Good! Make sure you do well at the real parade!
Rufus has arrived! Preparation completed!"
295,"NPC 1, NPC, Cloud, NPC 2",8,"narration, dialogue, action","All right, show time! Don't disgrace yourselves!
Begin the Welcome Parade!
What? It's not time for our shift, yet. Just relax.
Uh...yea......
Oh...no...!! No one's here!
Late---!?
Hey! Rookie!! It's because you're running around like that!!
Captain!! We'll take a short cut!"
296,NPC 1,8,"action, narration","Right! Good idea. Get over here!!
Hey!! Don't get me any madder than I already am!
All right! You first!
I'll go first! Now you watch close and do as I do, rookie! Just sneak into the back of the line when you see an opening.
Now listen up! This parade's gonna be broadcast live on Shinra TV, around the world! If you look bad, the whole Junon army will look bad. Remember that and don't screw up!
OK! Jump in when I give you the sign!
Just sneak in from the back! Don't mess up the row! And no matter what you do don't try to go in from the front!
All right!! Start marching!!"
297,"NPC 1,  NPC, TV Producer, AD",8,"narration, dialogue, action","Charge--!!
No, what're you doing!?
Hey!! Don't play around!
Just GO! Then you just nonchalantly sneak in from the back! Make sure no one sees you!
Hey!! Don't run away from me!
Now!! XXX......!
What the hell was that soldier doing?
I don't know."
298,"TV Producer, AD, On-screen",8,"narration, dialogue, system","Are the points up?
This's terrible! Am...am I fired?
What!? You're FIRED!! Send that soldier a bomb or something!
Received ""Grenade""!
Well, it's so-so.
Hmm... Better send that soldier something.
Received 6 ""Potion""!
So-so."
299,"TV Producer, On-screen, AD,  NPC, NPC",8,"narration, system, action","Really. I want somebody to send that soldier an expensive gift.
Received 6 ""Ether""
They just shot up!!
We did it! Send that soldier something special.
Received 5000 gil!
Good! We made it.
Oh! President Rufus!
Hey! Line up and shut up! Don't make a move!"
300,"NPC, Rufus, Heidegger",8,"narration, dialogue","Hey!
How's the job?
What happened to the Airship?
The long range airship is still being prepared. It should be ready in about three more days. Gya haa haa!
Even the Air Force's Gelnika?
......Gya haa haa!
Stop that stupid horse laugh. Things are different than when father was in charge.
Gya..."
301,"Rufus, Heidegger, NPC 1, NPC 2, NPC 3, Cloud, NPC 4, NPC 5",8,"narration, dialogue, action","Is the ship ready?
Yes Sir, we'll get it ready quickly.
What a disaster.
Heidegger was really irritated...
The man in the Black Cape's been roaming the city, but we can't find him.
Man in a Black Cape?
He showed up two or three days ago, and killed a few of our soldiers.
He disappeared right after that. There's a rumor going around that it was Sephiroth."
302,"NPC 6, NPC 1, NPC 2, NPC 3",8,narration,"Attention! Dismissed!
Hey! Hey you! You messing with the army?
You're too lazy!! No break for you!!
Get over here!
This is the military, soldier!! Your orders for today are to send off President Rufus at the dock! I'll keep drilling you until it's time!
I'll help, sir!
Me too, sir!
All right!! Line up in order and show me your final pose! Today's command is Formation! Remember it!"
303,"NPC 1, On-screen, NPC 2",8,"narration, system","Ready!? Junon Military Send Off, BEGIN!
Left/Right Left/Right Turn
All right!!
All right!!
All right!!
All right!!
All right!!
All right!!"
304,"NPC 1, NPC 2, Cloud",8,"narration, action, dialogue","All right! Now you try it!
So, you got it?
All right! Again!
All right! Don't mess up during the real thing!
Commander!! What's today's special pose?
Huh? ...I haven't decided yet.
All right, rookie!! I'll let you decide! Show me your best move!
Let's see... My best move is..."
305,"NPC 2, NPC 3, NPC 1, NPC",8,"narration, action","Woo----ow!
That's awesome!
All right!! We'll go with that as today's special!! Practice it!
Yes sir!!
Yes sir!!
Well then! Meet at the dock!! Don't be late!!
Attention! Dismissed!!
Oh! How's it going!? If you're looking for Junon dock, it's over there!"
306,"NPC, Rude",8,"action, narration, dialogue","This lift goes to the Shinra section... Ever since that Black-caped murderer... But we can't use it because we're all on red alert.
President Rufus is being sent off at the port.
What is it? The elevator's out of order right now due to an inspection. You know, right under us, is a Submarine Dock and the Underwater Mako Reactor.
Mako energy puts a lot of wear and tear on the machinery. A lot of problems can pop up. So it's necessary for close inspections and maintenance.
Come on, forget about your job! Step right up!!
Oh, a Soldier! Welcome!
Mm...? You too? Then, take your mask off and come here. That's our rule.
Hey, how could you do that!? Nobody woke me up! And I can't find the uniform I left in my locker, either. I wonder if I left it somewhere..."
307,"NPC, Reno, Tseng, Elena",8,"dialogue, action, narration","Geez! Do you think this could be... what they call 'bullying?' Oh man, My future in the military, is pretty bleak.
Mmm? I'm not going to the parade. The road to becoming SOLDIER First Class is very difficult.
Don't mind me. As a man with promise and future, I don't have any time to fool around like the rest of you.
The President's safety is secure because we're here.
Stay outta this.
The minute you think the job's boring, you guys start messing around.
Hey soldier-boy, aren't you still on duty?
Are you sure it's all right? Nap while on duty?"
308,"NPC, NPC 1, NPC 2, Rufus, Heidegger",8,narration,"Hey! Aren't you still on duty!? Look, I'm in no position to talk, but...
Don't become a delinquent worker like me.
All right, it's time! Ten...HUT!
President Rufus...has now arrived!
This is it!! Junon Military Reception--! Do it right---, Do it with enthusiasm...! Ready...!
All right! Now finish strong!! SPECIAL---!!
Looks like you need more practice. With things looking like this, you better be ready for pay cuts...
Gya haa ha...!! Here's a special bonus for you!! A token of the President's kindness! Don't forget it!"
309,"On-screen, Rufus, Heidegger",8,"system, action, narration","Received ""Silver Glasses""!
Very entertaining. Keep up the good work.
Gya haa ha...!! Here's a special bonus for you!! A token of the President's kindness! Don't forget it!
Received ""HP Plus"" Materia!
Received ""Force Stealer""!
Well done. Keep up the good work for Shinra, Inc.
Gya haa ha...!! Here's a special bonus for you!! A token of the President's kindness! Don't forget it!
Received ""Force Stealer""!"
310,"Rufus, Heidegger, NPC 1, NPC 3",8,narration,"Once the word gets out that Sephiroth's here, Cloud and his friends will show up, too.
We'll crush them as soon as we find them!
We can't have them get in our way.
Leave it up to me, sir! Gya haa ha!
I thought I told you to stop that stupid laugh...
Gya......
All right! Dismissed!
That was close."
311,"NPC 4, NPC 3, NPC 1, Red XIII, Cloud",8,"narration, action","Heidegger's been really edgy lately.
Because Hojo disappeared, leaving a letter of resignation.
Heidegger's been forced to take care of that investigation, too.
Hey--! I thought you were dismissed!
We got some cleaning up to do! Hurry up!
Hey, hurry. You're the last one.
How did you get here?
A dolphin gave me a ride. Priscilla remembered the dolphin after you climbed the pole. But, you mustn't be mad at her."
312,"Cloud, NPC",8,"narration, action","We'll cross the ocean, to the new continent.
...even if we are wearing Shinra's uniforms...
I'm workin' hard already, and you still want me to do more?
The new President's probably the same. He's just gonna order us around anyway.
Hey, get to work! Both the new President Rufus and Heidegger are aboard this ship! If we do good, we could get promoted!
Geez... What chance for a promotion. The only one who's gonna benefit from this is the Chief, anyway. It has nothing to do with us workers.
It won't do any good trying to stop me!
All right! I'm going to show the new President what I'm made of!"
