sample_id,plot_text,is_consistent
349,"............
C'mon, Barret. Pull it together!
Yeah, well all I know is I'm just flesh 'n' blood... 'cept for this arm of mine. Don't treat me like I'm some ex-member of SOLDIER or somethin'......
What about me!? I'm human too! Oh, do what you want, I'm going on!
......?
Yaah! Barret! You go first!
What're ya ignorant? I didn't mean that...
All right, all right!",1
350,"............
C'mon, Barret. Pull it together!
Yeah, well all I know is I'm just flesh 'n' blood... 'cept for this arm of mine. Don't treat me like I'm some ex-member of SOLDIER or somethin'......
What about me!? I'm human too! Oh, do what you want, I'm going on!
......?
Yaah! Barret! You go first!
What're ya ignorant? I didn't mean that...
All right, all right!
---
Cloud, you go on ahead too!!
Yo... What floor is this?
...I gave up counting.
Why they gotta build these buildings so damn tall?
That Shinra... They're just no damn good.
.........
huff... Man, I'm beat...
Marlene, Daddy wanted to see your face one more time...",0
351,"Cloud, you go on ahead too!!
Yo... What floor is this?
...I gave up counting.
Why they gotta build these buildings so damn tall?
That Shinra... They're just no damn good.
.........
huff... Man, I'm beat...
Marlene, Daddy wanted to see your face one more time...",1
352,"Cloud, you go on ahead too!!
Yo... What floor is this?
...I gave up counting.
Why they gotta build these buildings so damn tall?
That Shinra... They're just no damn good.
.........
huff... Man, I'm beat...
Marlene, Daddy wanted to see your face one more time...
---
Would you stop acting like a retard and climb!?
It's just a bit more!
...maybe.
F...finally... M...made it... N...never wanna see... no more stairs the rest of my life...
huff...puff... this really takes it out of you... But this is it. We'd better get ready...!
Hey Cloud! You come all this way, you thinkin' of goin' back down to the 1st floor?
We ain't got no time for that! Stop messin' around, boy!
Yeah, that's right! Let's go on then!",0
353,"Would you stop acting like a retard and climb!?
It's just a bit more!
...maybe.
F...finally... M...made it... N...never wanna see... no more stairs the rest of my life...
huff...puff... this really takes it out of you... But this is it. We'd better get ready...!
Hey Cloud! You come all this way, you thinkin' of goin' back down to the 1st floor?
We ain't got no time for that! Stop messin' around, boy!
Yeah, that's right! Let's go on then!",1
354,"Would you stop acting like a retard and climb!?
It's just a bit more!
...maybe.
F...finally... M...made it... N...never wanna see... no more stairs the rest of my life...
huff...puff... this really takes it out of you... But this is it. We'd better get ready...!
Hey Cloud! You come all this way, you thinkin' of goin' back down to the 1st floor?
We ain't got no time for that! Stop messin' around, boy!
Yeah, that's right! Let's go on then!
---
Destroy the intruders!
What's this?
Received Key Item ""Keycard 60""!
You don't have a Card Key
I hope Aeris is all right.
This is the real thing. Don't let your guard down.
What're you doing here!? No unauthorized people are allowed here!! People like you don't belong here! Go on, get out!
Lookit that, all them guards is runnin' around. Cloud, you go on ahead and signal us when it's safe to come.",0
355,"Destroy the intruders!
What's this?
Received Key Item ""Keycard 60""!
You don't have a Card Key
I hope Aeris is all right.
This is the real thing. Don't let your guard down.
What're you doing here!? No unauthorized people are allowed here!! People like you don't belong here! Go on, get out!
Lookit that, all them guards is runnin' around. Cloud, you go on ahead and signal us when it's safe to come.",1
356,"Destroy the intruders!
What's this?
Received Key Item ""Keycard 60""!
You don't have a Card Key
I hope Aeris is all right.
This is the real thing. Don't let your guard down.
What're you doing here!? No unauthorized people are allowed here!! People like you don't belong here! Go on, get out!
Lookit that, all them guards is runnin' around. Cloud, you go on ahead and signal us when it's safe to come.
---
When those guards turn around, MOVE!
Stay in the shadows!
Wait for the soldiers to let down their guard, then push the  button to signal the others!
Ok! We gonna rock!
Remember, we're here to save Aeris.
Hell, I know that!
Hey there! What do you think you're doing there!?
What the hell're ya doin'? Come on gotta do it again!",0
357,"When those guards turn around, MOVE!
Stay in the shadows!
Wait for the soldiers to let down their guard, then push the  button to signal the others!
Ok! We gonna rock!
Remember, we're here to save Aeris.
Hell, I know that!
Hey there! What do you think you're doing there!?
What the hell're ya doin'? Come on gotta do it again!",1
358,"When those guards turn around, MOVE!
Stay in the shadows!
Wait for the soldiers to let down their guard, then push the  button to signal the others!
Ok! We gonna rock!
Remember, we're here to save Aeris.
Hell, I know that!
Hey there! What do you think you're doing there!?
What the hell're ya doin'? Come on gotta do it again!
---
I shoulda known it'd turn out like this... If I'd known it'd be like this in the first place...
Shhh! Now let's move on.
The hell are you? What're you doin' around here?
Aeris? How did you know that name? You must be...!? Aeris, you mean that kid. The receptionist. Yeah, I was startin' to worry 'bout her myself. And so another rival appears on the scene, eh? You mean, she's not? It's someone else?
Oh, I see. So you must be that whatcha call it... Shinra, Inc. Repair Division!! You know, it looks like this building is starting to fall apart. This door was just pushed open. You ought to fix this right away. Oh yeah, and take a look on the other floors too. I'll give you this.
Received Key Item ""Keycard 62""!
This door is stuck wide open. Better fix this right away.
How do you do? This is the Midgar Mayor's Office. Mayor Domino is in his office. I am the Deputy Mayor. If you should have any questions feel free to ask me...",0
359,"I shoulda known it'd turn out like this... If I'd known it'd be like this in the first place...
Shhh! Now let's move on.
The hell are you? What're you doin' around here?
Aeris? How did you know that name? You must be...!? Aeris, you mean that kid. The receptionist. Yeah, I was startin' to worry 'bout her myself. And so another rival appears on the scene, eh? You mean, she's not? It's someone else?
Oh, I see. So you must be that whatcha call it... Shinra, Inc. Repair Division!! You know, it looks like this building is starting to fall apart. This door was just pushed open. You ought to fix this right away. Oh yeah, and take a look on the other floors too. I'll give you this.
Received Key Item ""Keycard 62""!
This door is stuck wide open. Better fix this right away.
How do you do? This is the Midgar Mayor's Office. Mayor Domino is in his office. I am the Deputy Mayor. If you should have any questions feel free to ask me...",1
360,"I shoulda known it'd turn out like this... If I'd known it'd be like this in the first place...
Shhh! Now let's move on.
The hell are you? What're you doin' around here?
Aeris? How did you know that name? You must be...!? Aeris, you mean that kid. The receptionist. Yeah, I was startin' to worry 'bout her myself. And so another rival appears on the scene, eh? You mean, she's not? It's someone else?
Oh, I see. So you must be that whatcha call it... Shinra, Inc. Repair Division!! You know, it looks like this building is starting to fall apart. This door was just pushed open. You ought to fix this right away. Oh yeah, and take a look on the other floors too. I'll give you this.
Received Key Item ""Keycard 62""!
This door is stuck wide open. Better fix this right away.
How do you do? This is the Midgar Mayor's Office. Mayor Domino is in his office. I am the Deputy Mayor. If you should have any questions feel free to ask me...
---
Hmm? Oh, and who might you be? You all must be those...ahem... Me? I'm Domino, the Mayor of Midgar. Actually, I'm Mayor in name only. The city and everything in it is really run by Shinra, Inc. My only real job is watching over Shinra's documents... Me! The Mayor! A librarian! Ohh...... You want to get upstairs? I tell you what, if you can guess the password, I'll give you my keycard. Yes, that's it. Guess the password and I'll give you my keycard! Get it on the first try and I'll even throw in a special item!
Did you speak with the Mayor? What? A password? Oh, I get it... He's got way too much time on his hands. But you can't really blame him, Everything in Midgar is controlled by President Shinra. Maybe I can help you.
What do you want to know?
What can I do for you?
Sure, sure. All right. As a public servant, it's my job to serve the needs of the people. So here's a hint...
...for 500 gil.
...for 1000 gil.
...for 2000 gil.",0
