Character,dialogue,narrative_type
TV Producer,Are the points up?,narration
AD,This's terrible! Am...am I fired?,narration
TV Producer,What!? You're FIRED!! Send that soldier a bomb or something!,dialogue
On-screen,"Received ""Grenade""!",system
AD,"Well, it's so-so.",narration
TV Producer,Hmm... Better send that soldier something.,narration
On-screen,"Received 6 ""Potion""!",system
AD,So-so.,narration
TV Producer,Really. I want somebody to send that soldier an expensive gift.,narration
On-screen,"Received 6 ""Ether""",system
AD,They just shot up!!,narration
TV Producer,We did it! Send that soldier something special.,narration
On-screen,Received 5000 gil!,system
 NPC,Good! We made it.,action
NPC,Oh! President Rufus!,narration
NPC,Hey! Line up and shut up! Don't make a move!,narration
NPC,Hey!,narration
Rufus,How's the job?,narration
Rufus,What happened to the Airship?,dialogue
Heidegger,The long range airship is still being prepared. It should be ready in about three more days. Gya haa haa!,narration
Rufus,Even the Air Force's Gelnika?,narration
Heidegger,......Gya haa haa!,narration
Rufus,Stop that stupid horse laugh. Things are different than when father was in charge.,narration
Heidegger,Gya...,narration
Rufus,Is the ship ready?,narration
Heidegger,"Yes Sir, we'll get it ready quickly.",narration
NPC 1,What a disaster.,dialogue
NPC 2,Heidegger was really irritated...,narration
NPC 3,"The man in the Black Cape's been roaming the city, but we can't find him.",narration
Cloud,Man in a Black Cape?,narration
NPC 4,"He showed up two or three days ago, and killed a few of our soldiers.",action
NPC 5,He disappeared right after that. There's a rumor going around that it was Sephiroth.,action
NPC 6,Attention! Dismissed!,narration
NPC 6,Hey! Hey you! You messing with the army?,narration
NPC 6,You're too lazy!! No break for you!!,narration
NPC 6,Get over here!,narration
NPC 1,"This is the military, soldier!! Your orders for today are to send off President Rufus at the dock! I'll keep drilling you until it's time!",narration
NPC 2,"I'll help, sir!",narration
NPC 3,"Me too, sir!",narration
NPC 1,All right!! Line up in order and show me your final pose! Today's command is Formation! Remember it!,narration
NPC 1,"Ready!? Junon Military Send Off, BEGIN!",narration
On-screen,Left/Right Left/Right Turn,system
NPC 2,All right!!,narration
NPC 2,All right!!,narration
NPC 2,All right!!,narration
NPC 2,All right!!,narration
NPC 2,All right!!,narration
NPC 2,All right!!,narration
NPC 1,All right! Now you try it!,narration
NPC 1,"So, you got it?",action
NPC 1,All right! Again!,narration
NPC 1,All right! Don't mess up during the real thing!,narration
NPC 2,Commander!! What's today's special pose?,dialogue
NPC 1,Huh? ...I haven't decided yet.,narration
NPC 1,"All right, rookie!! I'll let you decide! Show me your best move!",narration
Cloud,Let's see... My best move is...,narration
NPC 2,Woo----ow!,narration
NPC 3,That's awesome!,narration
NPC 1,All right!! We'll go with that as today's special!! Practice it!,action
NPC 2,Yes sir!!,narration
NPC 3,Yes sir!!,narration
NPC 1,Well then! Meet at the dock!! Don't be late!!,narration
NPC 1,Attention! Dismissed!!,narration
NPC,"Oh! How's it going!? If you're looking for Junon dock, it's over there!",action
NPC,This lift goes to the Shinra section... Ever since that Black-caped murderer... But we can't use it because we're all on red alert.,action
NPC,President Rufus is being sent off at the port.,narration
NPC,"What is it? The elevator's out of order right now due to an inspection. You know, right under us, is a Submarine Dock and the Underwater Mako Reactor.",dialogue
NPC,Mako energy puts a lot of wear and tear on the machinery. A lot of problems can pop up. So it's necessary for close inspections and maintenance.,narration
NPC,"Come on, forget about your job! Step right up!!",narration
NPC,"Oh, a Soldier! Welcome!",narration
Rude,"Mm...? You too? Then, take your mask off and come here. That's our rule.",dialogue
NPC,"Hey, how could you do that!? Nobody woke me up! And I can't find the uniform I left in my locker, either. I wonder if I left it somewhere...",narration
NPC,"Geez! Do you think this could be... what they call 'bullying?' Oh man, My future in the military, is pretty bleak.",dialogue
NPC,Mmm? I'm not going to the parade. The road to becoming SOLDIER First Class is very difficult.,action
NPC,"Don't mind me. As a man with promise and future, I don't have any time to fool around like the rest of you.",narration
Reno,The President's safety is secure because we're here.,narration
Tseng,Stay outta this.,narration
Elena,"The minute you think the job's boring, you guys start messing around.",narration
NPC,"Hey soldier-boy, aren't you still on duty?",narration
NPC,Are you sure it's all right? Nap while on duty?,narration
NPC,"Hey! Aren't you still on duty!? Look, I'm in no position to talk, but...",narration
NPC,Don't become a delinquent worker like me.,narration
NPC 1,"All right, it's time! Ten...HUT!",narration
NPC 2,President Rufus...has now arrived!,narration
NPC 1,"This is it!! Junon Military Reception--! Do it right---, Do it with enthusiasm...! Ready...!",narration
NPC 1,All right! Now finish strong!! SPECIAL---!!,narration
Rufus,"Looks like you need more practice. With things looking like this, you better be ready for pay cuts...",narration
Heidegger,Gya haa ha...!! Here's a special bonus for you!! A token of the President's kindness! Don't forget it!,narration
On-screen,"Received ""Silver Glasses""!",system
Rufus,Very entertaining. Keep up the good work.,action
Heidegger,Gya haa ha...!! Here's a special bonus for you!! A token of the President's kindness! Don't forget it!,narration
On-screen,"Received ""HP Plus"" Materia!",system
On-screen,"Received ""Force Stealer""!",system
Rufus,"Well done. Keep up the good work for Shinra, Inc.",action
Heidegger,Gya haa ha...!! Here's a special bonus for you!! A token of the President's kindness! Don't forget it!,narration
On-screen,"Received ""Force Stealer""!",system
Rufus,"Once the word gets out that Sephiroth's here, Cloud and his friends will show up, too.",narration
Heidegger,We'll crush them as soon as we find them!,narration
Rufus,We can't have them get in our way.,narration
Heidegger,"Leave it up to me, sir! Gya haa ha!",narration
Rufus,I thought I told you to stop that stupid laugh...,narration
Heidegger,Gya......,narration
NPC 1,All right! Dismissed!,narration
NPC 3,That was close.,narration
NPC 4,Heidegger's been really edgy lately.,narration
NPC 3,"Because Hojo disappeared, leaving a letter of resignation.",narration
NPC 4,"Heidegger's been forced to take care of that investigation, too.",narration
NPC 1,Hey--! I thought you were dismissed!,narration
NPC 1,We got some cleaning up to do! Hurry up!,action
Red XIII,"Hey, hurry. You're the last one.",narration
Cloud,How did you get here?,narration
Red XIII,"A dolphin gave me a ride. Priscilla remembered the dolphin after you climbed the pole. But, you mustn't be mad at her.",narration
Cloud,"We'll cross the ocean, to the new continent.",narration
Cloud,...even if we are wearing Shinra's uniforms...,narration
NPC,"I'm workin' hard already, and you still want me to do more?",narration
NPC,The new President's probably the same. He's just gonna order us around anyway.,action
NPC,"Hey, get to work! Both the new President Rufus and Heidegger are aboard this ship! If we do good, we could get promoted!",action
NPC,"Geez... What chance for a promotion. The only one who's gonna benefit from this is the Chief, anyway. It has nothing to do with us workers.",action
NPC,It won't do any good trying to stop me!,action
NPC,All right! I'm going to show the new President what I'm made of!,action
Yuffie,Urrrgh... This is why...I hate ships.,dialogue
Yuffie,"Hey, Cloud. You have any 'Tranquilizers'?",narration
Yuffie,Thanks... Gross...this is bitter.,narration
Yuffie,"Ugh, you don't have any? ...unless it's an emergency get away from me.",narration
Yuffie,...unless it's an emergency get away from me.,narration
Yuffie,Where are the others? I dunno. Aren't they hiding somewhere around here? How should I know...? Ugh......urk......,narration
Aeris,Umm......It's me Aeris.,narration
Aeris,"Hey, Cloud. Did you see the Airship at Junon",narration
Cloud,"...I heard it was big, but I didn't expect it to be THAT big.",narration
Aeris,"That was REALLY something. Hey, do you think I could get on it?",narration
Cloud,...keep hoping.,narration
Aeris,Wow! I'm really looking forward to it!,narration
Cloud,...It's a Shinra weapon. We probably should've destroyed it.,narration
Aeris,"...Hmm. But just once, I'd like to ride it.",narration
Aeris,"Let's ride the Airship together, OK? Promise, promise me!",narration
Aeris,"Just once, I'd like to ride that Airship.",narration
Aeris,"Hey, Cloud. Did you see Barret? I hope he's not doing anything stupid...",narration
Tifa,"Yes sir! Everything quiet, sir!",narration
Tifa,"...But, you know what? I really hate this uniform. Uniforms, soldiers, war, I hate 'em all. They take away all the things and people you love... I wish they'd all disappear. Right, Cloud?",dialogue
Tifa,You're right!,narration
Tifa,"Uh, yes sir, I'll continue my watch sir! Hee hee...",narration
Tifa,...Cloud. Wearing those clothes seems to have changed you a little. Does it remind you of being in SOLDIER? I hope not...,narration
NPC,"Hey! What's wrong, kid? You got no pep! A seaman's gotta have umph!",action
NPC,I got just the perfect thing! 'Invisible Alpha'-- A super drink for seamen!! Just one'll rejuvenate you! Only 250 gil!,action
NPC,Thanks! This is a necessity for a sailor. This is a must item for a sailor! Ha ha ha !,narration
On-screen,HP/MP Restored!,system
NPC,Hey! You don't have enough money!,narration
NPC,Hey! Seamen shouldn't be so stingy!,narration
NPC,"Ey ey! Whattaya mean, 'missin'!?",dialogue
NPC,"President Rufus and his men are in the Bridge of the Ship. If they see you slacking, they'll bust you one!",narration
NPC,"Oh man, we're almost to Costa del Sol. When I get there, I'm going to take a long overdue vacation. Maybe I'll go down to the beach and get a tan...",action
Red XIII,....... ......It's me. Red XIII.,narration
Red XIII,"I'm a little woozy, but I shouldn't get caught. Humans only look at appearances anyway. Anyway you look at it, I'd say I make a fine human being.",dialogue
Red XIII,It's pretty hard standing on two feet...,narration
Barret,"Look, Cloud. It's Rufus and Heidegger. They're this close but we can't do a thing to 'em...",narration
Barret,"Ummmm...... Gmmmmm...... How can he...... Goin' off laughin' like that? Because of him, Biggs...... Wedge...... Jessie......! Ggggggggh... Ggggh......! Ggggggghhh!!",action
Barret,God!! I can't take it anymore! I'm gonna settle things here and now......,action
On-screen,"Emergency alert! Reports of a suspicious character found! Those not on detail, search the ship. Report when found!",system
On-screen,"I repeat. Suspicious character found on board! Those not on detail, search the ship. Report when found!",system
